wAja wAja
SrIlaMkA SrIlaMkA
kI kA
rARtrapawi rARtrapawi
caMxrikA caMxrikA
kumArawuMga kumArawuMga
ne ne
mulAkAwa mulAkAwa
kI kara
. .
xonoM xo
newAoM newA
ne ne
SrIlaMkA SrIlaMkA
meM meM
jArI jArI
SAMwi SAnwi
prakriyA prakriyA
samewa samewa
xvipakRIya xvipakRIya
Ora Ora
kRewrIya kRewrIya
vikAsa vikAsa
ke kA
muxxoM muxxA
para para
vicAra vicAra
- -
vimarSa vimarSa
kiyA kara
. .
soniyA soniyA
gAMXI gAMXI
ne ne
rARtrapawi rARtrapawi
caMxrikA caMxrikA
kumArawuMga kumArawuMga
ke ke
sAWa sAWa
AXe AXA
GaMte GaMtA
bAwa bAwa
- _
cIwa cIwa
kI kara
. .
isa yaha
xOrAna xOrAna
xonoM xo
newAoM newA
ne ne
xvipakRIya xvipakRIya
masaloM masalA
para para
bAwa bAwa
- _
cIwa cIwa
kI kara
. .
SrIlaMkA SrIlaMkA
kI kA
rARtrapawi rARtrapawi
wIna wIna
xina xina
kI kA
sarakArI sarakArI
yAwrA yAwrA
para para
bqhaspawivAra bqhaspawivAra
ko ko
yahAM yahAz
pahuMcI pahuMca
. .
bqhaspawivAra bqhaspawivAra
rAwa rAwa
ve vaha
praXAnamaMwrI praXAnamaMwrI
manamohana manamohana
siMha siMha
se se
milIM mila
. .
unhoMne vaha
praXAnamaMwrI praXAnamaMwrI
ko ko
litte litte
ke ke
sAWa sAWa
jArI jArI
SAMwi SAnwi
prakriyA prakriyA
ke ke
bAre bAre
meM meM
bawAyA bawA
. .
xonoM xo
newAoM newA
ne ne
xvipakRIya xvipakRIya
, COMMA
kRewrIya kRewrIya
Ora Ora
aMwarrARtrIya aMwarrARtrIya
muxxoM muxxA
para para
vicAra vicAra
- -
vimarSa vimarSa
kiyA kara
. .
litte litte
ke ke
sAWa sAWa
saMyukwa saMyukwa
sunAmI sunAmI
sahAyawA sahAyawA
aBiyAna aBiyAna
ke ke
bAre bAre
meM meM
BI BI
carcA carcA
huI ho
. .
mAkapA mAkapA
mahAsaciva mahAsaciva
prakASa prakASa
karAwa karAwa
BI BI
buXavAra buXavAra
ko ko
SrIlaMkAI SrIlaMkAI
rARtrapawi rARtrapawi
se se
mile mila
. .
surakRA surakRA
ejeMsiyoM ejeMsI
kI kA
riporta riporta
ke ke
muwAbika muwAbika
jammU jammU
kaSmIra kaSmIra
meM meM
jUna jUna
mAha mAha
meM meM
sImA sImA
pAra pAra
se se
GusapETa GusapETa
meM meM
ijAPA ijAPA
huA ho
. .
KAsawOra KAsawOra
para para
vixeSI vixeSI
AwaMkavAxI AwaMkavAxI
rAjya rAjya
meM meM
vAraxAwa vAraxAwa
ko ko
aMjAma aMjAma
xene xe
ke ke
lie lie
Guse Gusa
. .
gqha gqha
maMwrAlaya maMwrAlaya
meM meM
xAKila xAKila
riporta riporta
meM meM
kahA kaha
gayA jA
ki ki
karIba karIba
60 60
AwaMkI AwaMkI
piCale piCalA
mahIne mahInA
rAjya rAjya
meM meM
Guse Gusa
. .
isameM yaha
se se
jyAxAwara jyAxAwara
GusapETa GusapETa
uwwara uwwara
kaSmIra kaSmIra
ke kA
kupavAdZA kupavAdZA
ilAke ilAkA
se se
huI ho
. .
maI maI
meM meM
37 37
AwaMkavAxiyoM AwaMkavAxI
kI kA
GusapETa GusapETa
kI kA
jAnakArI jAnakArI
xI xe
gaI jA
hE hE
. .
yaha yaha
riporta riporta
hAla hAla
hI hI
meM meM
hue ho
kAra kAra
bama bama
visPota visPota
ke kA
pariprekRya pariprekRya
meM meM
xAKila xAKila
kI kara
gaI jA
hE hE
. .
riporta riporta
meM meM
kahA kaha
gayA jA
hE hE
ki ki
rAjya rAjya
meM meM
BArI BArI
barPabArI barPabArI
ke ke
bIca bIca
ye yaha
AwaMkI AwaMkI
GAtI GAtI
meM meM
Gusane Gusa
meM meM
saPala saPala
rahe raha
. .
barPabArI barPabArI
se se
sImA sImA
para para
lagI laga
bAdZa bAdZa
Daka Daka
gaI jA
WI WA
isa yaha
vajaha vajaha
se se
isameM yaha
pravAhiwa pravAhiwa
kiyA kara
jAne jA
vAlA vAlA
karaMta karaMta
roka roka
xiyA xe
gayA jA
WA WA
. .
sImA sImA
meM meM
Gusane Gusa
ke ke
bAxa bAxa
ve vaha
uwwara uwwara
kaSmIra kaSmIra
ke kA
UMce UMcA
ilAke ilAkA
lolAba lolAba
meM meM
pahuMca pahuMca
gae jA
. .
vahAM vahAz
kuCa kuCa
vixeSI vixeSI
AwaMkI AwaMkI
xeKe xeKa
gae jA
We WA
. .
senA senA
Ora Ora
arXasEnika arXasEnika
baloM bala
ko ko
isa yaha
bAre bAre
meM meM
sUciwa sUciwa
kara kara
xiyA xe
gayA jA
WA WA
. .
isa yaha
saMbaMXa saMbaMXa
meM meM
puMCa puMCa
Ora Ora
rAjorI rAjorI
ilAke ilAkA
meM meM
OYpareSana OYpareSana
pahale pahale
hI hI
CedZA CedZa
jA jA
cukA cuka
hE hE
. .
bihAra bihAra
viXAnasaBA viXAnasaBA
cunAva cunAva
ke kA
ElAna ElAna
ke ke
sAWa sAWa
hI hI
kAMgresa kAMgresa
ne ne
saMyukwa saMyukwa
pragawiSIla pragawiSIla
gaTabaMXana gaTabaMXana
ko ko
ekajuta ekajuta
raKane raKa
kI kA
AKirI AKirI
koSiSa koSiSa
SurU SurU
kara kara
xI xe
hE hE
. .
kAMgresa kAMgresa
ne ne
loka loka
janaSakwi janaSakwi
pArtI pArtI
ko ko
sAPa sAPa
kara kara
xiyA xe
hE hE
ki ki
use vaha
agale agalA
sapwAha sapwAha
ke kA
aMwa aMwa
waka waka
cunAvI cunAvI
gaTabaMXana gaTabaMXana
ke ke
bAre bAre
meM meM
aMwima aMwima
PEsalA PEsalA
karanA kara
hogA ho
. .
lojapA lojapA
ko ko
lekara le
mAkapA mAkapA
ne ne
BI BI
kAMgresa kAMgresa
para para
xabAva xabAva
weja weja
kara kara
xiyA xe
hE hE
. .
mAkapA mAkapA
kA kA
kahanA kaha
hE hE
ki ki
agara agara
waya waya
wiWi wiWi
waka waka
keMxrIya keMxrIya
maMwrI maMwrI
rAmavilAsa rAmavilAsa
pAsavAna pAsavAna
yUpIe yUpIe
ke kA
bEnara bEnara
wale wale
cunAva cunAva
ladZane ladZa
kA kA
ElAna ElAna
nahIM nahIM
karawe kara
wo wo
unheM vaha
keMxrIya keMxrIya
maMwrimaMdala maMwrimaMdala
se se
alaga alaga
kara kara
xiyA xe
jAnA jA
cAhie cAhie
. .
kAMgresa kAMgresa
kI kA
yUpIe yUpIe
ko ko
ekajuta ekajuta
karane kara
kI kA
wamAma wamAma
koSiSoM koSiSa
ke ke
bAvajUxa bAvajUxa
pAsavAna pAsavAna
muslima muslima
muKyamaMwrI muKyamaMwrI
kI kA
Sarwa Sarwa
para para
koI koI
naramI naramI
barawane barawa
ko ko
wEyAra wEyAra
nahIM nahIM
hE hE
. .
jabaki jabaki
, COMMA
kAMgresa kAMgresa
sahiwa sahiwa
bAkI bAkI
Gataka Gataka
xala xala
unakI vaha
isa yaha
Sarwa Sarwa
se se
sahamawa sahamawa
nahIM nahIM
hEM hE
. .
unakI vaha
xalIla xalIla
hE hE
ki ki
isa yaha
viRaya viRaya
para para
vicAra vicAra
cunAva cunAva
nawIjoM nawIjA
ke ke
bAxa bAxa
kiyA kara
jAegA jA
. .
isake yaha
sAWa sAWa
- -
sAWa sAWa
pahale pahale
kI kA
waraha waraha
kAMgresa kAMgresa
BI BI
lojapA lojapA
ke ke
sAWa sAWa
koI koI
naramI naramI
barawane barawa
ke ke
lie lie
BI BI
wEyAra wEyAra
nahIM nahIM
hE hE
. .
pArtI pArtI
mahAsaciva mahAsaciva
va va
bihAra bihAra
ke kA
praBArI praBArI
xigvijaya xigvijaya
siMha siMha
sAPa sAPa
kara kara
cuke cuka
hEM hE
ki ki
lojapA lojapA
ko ko
yUpIe yUpIe
yA yA
enadIe enadIe
meM meM
se se
eka eka
kA kA
cunAva cunAva
karanA kara
hogA ho
. .
pArtI pArtI
ke kA
eka eka
variRTa variRTa
newA newA
ke ke
muwAbika muwAbika
, COMMA
pAsavAna pAsavAna
ko ko
xasa xasa
siwaMbara siwaMbara
waka waka
kA kA
samaya samaya
xiyA xe
gayA jA
hE hE
. .
kAMgresa kAMgresa
aXyakRa aXyakRa
soniyA soniyA
gAMXI gAMXI
agaswa agaswa
ke kA
aMwa aMwa
waka waka
hI hI
gaTabaMXana gaTabaMXana
ke ke
bAre bAre
meM meM
PEsalA PEsalA
cAhawI cAha
WI WA
para para
keMxrIya keMxrIya
maMwrI maMwrI
pAsavAna pAsavAna
ke kA
kahane kaha
para para
isa yaha
samaya samaya
sImA sImA
ko ko
xasa xasa
xina xina
ke ke
lie lie
baDZAyA baDZA
gayA jA
hE hE
. .
sUwroM sUwra
ke ke
muwAbika muwAbika
pAsavAna pAsavAna
ko ko
yUpIe yUpIe
ke ke
sAWa sAWa
cunAva cunAva
ladZane ladZa
kI kA
sUrawa sUrawa
meM meM
keMxrIya keMxrIya
maMwrimaMdala maMwrimaMdala
meM meM
unakA vaha
kaxa kaxa
baDZAne baDZA
kI kA
BI BI
peSakaSa peSakaSa
kI kara
gaI jA
. .
pAsavAna pAsavAna
ne ne
aBI aBI
waka waka
isa yaha
bAre bAre
meM meM
koI koI
javAba javAba
nahIM nahIM
xiyA xe
hE hE
. .
bihAra bihAra
meM meM
XarmanirapekRa XarmanirapekRa
sarakAra sarakAra
kA kA
gaTana gaTana
na na
hone ho
ke ke
lie lie
vAmaxala vAmaxala
pAsavAna pAsavAna
ko ko
jimmexAra jimmexAra
TaharAwe TaharA
rahe raha
hEM hE
. .
rAjyasaBA rAjyasaBA
sAMsaxa sAMsaxa
sIwArAma sIwArAma
yecurI yecurI
sarakAra sarakAra
se se
pAsavAna pAsavAna
ko ko
maMwrimaMdala maMwrimaMdala
se se
bAhara bAhara
karane kara
kI kA
kaI kaI
bAra bAra
sArvajAnika sArvajAnika
mAMga mAMga
kara kara
cuke cuka
hEM hE
. .
muslima muslima
muKyamaMwrI muKyamaMwrI
kI kA
Sarwa Sarwa
para para
adZakara adZa
agara agara
pAsavAna pAsavAna
yUpIe yUpIe
se se
alaga alaga
viXAnasaBA viXAnasaBA
cunAva cunAva
meM meM
uwarawe uwara
hEM hE
, COMMA
wo wo
vAmaxaloM vAmaxala
kA kA
sarakAra sarakAra
para para
rAmavilAsa rAmavilAsa
pAsavAna pAsavAna
ko ko
hatAne hatA
kA kA
xabAva xabAva
baDZa baDZa
jAegA jA
. .
pAkiswAna pAkiswAna
ke kA
rARtrapawi rARtrapawi
paraveja paraveja
muSarraPa muSarraPa
ne ne
kahA kaha
ki ki
senA senA
bEraka bEraka
meM meM
hI hI
hE hE
sirPa sirPa
ve vaha
sarakAra sarakAra
ko ko
samarWana samarWana
va va
xiSA xiSA
nirxeSa nirxeSa
xene xe
ke ke
lie lie
bAhara bAhara
hEM hE
. .
senA senA
rAjanIwi rAjanIwi
meM meM
haswakRepa haswakRepa
xenA xe
baMxa baMxa
kara kara
bEraka bEraka
meM meM
lOta lOta
jAe jA
. .
pAkiswAnI pAkiswAnI
vipakRI vipakRI
xaloM xala
kI kA
mAMga mAMga
para para
muSarraPa muSarraPa
ne ne
unake vaha
AropoM Aropa
ko ko
KArija KArija
karawe kara
hue ho
yaha yaha
bAweM bAwa
kahI kaha
. .
SanivAra SanivAra
ko ko
kvetA kvetA
kamAna kamAna
va va
stAPa stAPa
kOYleja kOYleja
ke kA
SawAbxI SawAbxI
samAroha samAroha
ke kA
uxXaXAtana uxGAtana
avasara avasara
para para
rARtrapawi rARtrapawi
muSarraPa muSarraPa
ne ne
kahA kaha
ki ki
sarakAra sarakAra
janawA janawA
ke kA
cune cuna
hue ho
prawiniXi prawiniXi
calA calA
rahe raha
hEM hE
. .
muSarraPa muSarraPa
ne ne
kahA kaha
ki ki
ve vaha
apane apanA
anuBava anuBava
se se
sirPa sirPa
praSAsana praSAsana
ko ko
samarWana samarWana
va va
xiSA xiSA
nirxeSa nirxeSa
xe xe
rahe raha
hEM hE
. .
praSAsanika praSAsanika
kAma kAma
kAja kAja
se se
unakA vaha
koI koI
KAsa KAsa
lenA le
xenA xe
nahIM nahIM
hE hE
. .
muSarraPa muSarraPa
ne ne
kahA kaha
ki ki
sawwA sawwA
pUrI pUrA
waraha waraha
se se
cunI cuna
huI ho
sarakAra sarakAra
jisake jo
praXAnamaMwrI praXAnamaMwrI
SOkawa SOkawa
ajIja ajIja
hEM hE
unake vaha
hAWa hAWa
meM meM
hE hE
. .
lekina lekina
kuCa kuCa
logoM loga
kA kA
kahanA kaha
hE hE
ki ki
sawwA sawwA
para para
unakA vaha
niyaMwraNa niyaMwraNa
nahIM nahIM
hE hE
. .
unhoMne vaha
kahA kaha
ki ki
jo jo
isa yaha
waraha waraha
kI kA
bAweM bAwa
karawe kara
hEM hE
unheM vaha
sawwA sawwA
ke ke
bAre bAre
meM meM
koI koI
jAnakArI jAnakArI
nahIM nahIM
hE hE
. .
muSarraPa muSarraPa
ne ne
kahA kaha
ki ki
SOkawa SOkawa
ajIja ajIja
kAPI kAPI
acCI acCA
waraha waraha
se se
sarakAra sarakAra
calA calA
rahe raha
hEM hE
. .
muSarraPa muSarraPa
ne ne
kahA kaha
ki ki
pAkiswAna pAkiswAna
surakRA surakRA
se se
judZe judZa
muxxoM muxxA
para para
koI koI
samaJOwA samaJOwA
nahIM nahIM
karegA kara
. .
yaha yaha
sahI sahI
hE hE
ki ki
hamAre hama
pAsa pAsa
saMsAXanoM saMsAXana
kI kA
kamI kamI
hE hE
jisake jo
kAraNa kAraNa
pAka pAka
nOsenA nOsenA
va va
vAyusenA vAyusenA
ko ko
kuCa kuCa
samasyAeM samasyA
A A
rahI raha
hEM hE
. .
lekina lekina
ina yaha
samasyAoM samasyA
ke kA
nixAna nixAna
kI kA
koSiSa koSiSa
kI kara
jA jA
rahI raha
hE hE
Ora Ora
isakA yaha
hala hala
jalxa jalxa
se se
jalxa jalxa
ho ho
jAegA jA
. .
surakRA surakRA
saMbaMXI saMbaMXI
mAmaloM mAmalA
meM meM
keMxra keMxra
sarakAra sarakAra
ko ko
salAha salAha
xene xe
vAlI vAlA
sarvocca sarvocca
saMsWA saMsWA
rARtrIya rARtrIya
surakRA surakRA
pariRaxa pariRaxa
( _
enaesasI enaesasI
) _
ke _
kAmakAja kAmakAja
se se
asaMwuRta asaMwuRta
keMxra keMxra
sarakAra sarakAra
ne ne
isa yaha
pariRaxa pariRaxa
kI kA
kArya kArya
praNAlI praNAlI
Ora Ora
svarUpa svarUpa
meM meM
parivarwana parivarwana
karane kara
kA kA
PEsalA PEsalA
kiyA kara
hE hE
. .
praXAnamaMwrI praXAnamaMwrI
manamohana manamohana
siMha siMha
ke ke
sAWa sAWa
mOYriSasa mOYriSasa
xOre xOrA
para para
gae jA
eka eka
variRTa variRTa
aXikArI aXikArI
ne ne
pawrakAroM pawrakAra
ko ko
bawAyA bawA
ki ki
BArawa BArawa
sarakAra sarakAra
pariRaxa pariRaxa
ke ke
lie lie
niSciwa niSciwa
xiSA xiSA
nirxeSa nirxeSa
jArI jArI
karane kara
para para
vicAra vicAra
kara kara
rahI raha
hE hE
. .
agale agalA
xo xo
mahIne mahInA
ke ke
aMxara aMxara
pariRaxa pariRaxa
ke kA
kAmakAja kAmakAja
meM meM
pUrI pUrA
waraha waraha
parivarwana parivarwana
kara kara
xiyA xe
jAegA jA
. .
aXikArI aXikArI
ne ne
kahA kaha
ki ki
agara agara
Apa Apa
gOra gOra
kareM kara
wo wo
NULL _
pAeMge pA
ki ki
enaesasI enaesasI
nAgAlEMda nAgAlEMda
yA yA
anya anya
kisI koI
awivAxI awivAxI
guta guta
ke ke
sAWa sAWa
cala cala
rahI raha
SAMwi SAnwi
prakriyA prakriyA
meM meM
SAmila SAmila
nahIM nahIM
hE hE
. .
ye yaha
Ese EsA
muxxe muxxA
hEM hE
jina jo
para para
hama hama
vicAra vicAra
karegeM kara
. .
NULL _
gOrawalaba gOrawalaba
hE hE
ki ki
pariRaxa pariRaxa
kA kA
aXyakRa aXyakRa
praXAnamaMwrI praXAnamaMwrI
howA ho
hE hE
. .
isa yaha
samaya samaya
manamohana manamohana
siMha siMha
enaesasI enaesasI
ke kA
aXyakRa aXyakRa
hEM hE
. .
surakRA surakRA
saMbaMXI saMbaMXI
mAmaloM mAmalA
para para
gaTiwa gaTiwa
kEbineta kEbineta
kametI kametI
Ora Ora
enaesasI enaesasI
kA kA
gaTana gaTana
lagaBaga lagaBaga
eka eka
samAna samAna
hE hE
. .
jahAM jahAz
enaesasI enaesasI
surakRA surakRA
saMbaMXI saMbaMXI
mAmaloM mAmalA
meM meM
sExGAMwika sExGAMwika
vicAra vicAra
- -
vimarSa vimarSa
apanAwI apanA
hE hE
, COMMA
vahIM vahIM
kEbineta kEbineta
kametI kametI
xvArA xvArA
nirNaya nirNaya
kA kA
kAryAnvayana kAryAnvayana
kiyA kara
jAwA jA
hE hE
. .
sUwroM sUwra
ne ne
bawAyA bawA
hE hE
ki ki
jUna jUna
meM meM
enaesasI enaesasI
kI kA
hone ho
vAlI vAlA
bETaka bETaka
meM meM
mahawvapUrNa mahawvapUrNa
Perabaxala Perabaxala
kiyA kara
jAegA jA
. .
isa yaha
bETaka bETaka
meM meM
anya anya
kaI kaI
muxxoM muxxA
para para
carcA carcA
hogI ho
. .
hAlAMki hAlAMki
sarakArI sarakArI
aXikAriyoM aXikArI
ne ne
ina yaha
muxxoM muxxA
ke ke
bAre bAre
meM meM
viswqwa viswqwa
jAnakArI jAnakArI
xene xe
se se
inakAra inakAra
kara kara
xiyA xe
hE hE
. .
amerikA amerikA
xvArA xvArA
BArawa BArawa
ko ko
ePa ePa
- -
16 16
Ora Ora
ePa ePa
- -
18 18
ladZAkU ladZAkU
vimAna vimAna
xene xe
kI kA
peSakaSa peSakaSa
para para
prawikriyA prawikriyA
vyakwa vyakwa
karawe kara
hue ho
aXikArI aXikArI
ne ne
kahA kaha
ki ki
BArawa BArawa
sarakAra sarakAra
xUsare xUsarA
xeSoM xeSa
se se
mile milA
praswAva praswAva
para para
BI BI
vicAra vicAra
- -
vimarSa vimarSa
kara kara
rahI raha
hE hE
. .
BArawa BArawa
ko ko
svIdana svIdana
, COMMA
PrAMsa PrAMsa
Ora Ora
rUsa rUsa
ne ne
awyAXunika awyAXunika
ladZAkU ladZAkU
vimAna vimAna
becane beca
kI kA
peSakaSa peSakaSa
kI kara
hE hE
. .
sarakArI sarakArI
aXikAriyoM aXikArI
xvArA xvArA
ina yaha
praswAvoM praswAva
para para
vicAra vicAra
kiyA kara
jA jA
rahA raha
hE hE
. .
BArawa BArawa
sarakAra sarakAra
Ese EsA
kisI koI
BI BI
muxxe muxxA
para para
ladZAkU ladZAkU
vimAnoM vimAna
ke kA
nirmANa nirmANa
saMbaMXI saMbaMXI
wakanIkI wakanIkI
ke kA
haswAMwaraNa haswAMwaraNa
Ora Ora
saha saha
- -
uwpAxana uwpAxana
para para
viSeRa viSeRa
jora jora
xegI xe
. .
irAka irAka
meM meM
maMgalavAra maMgalavAra
ko ko
eka eka
kAra kAra
bama bama
XamAke XamAkA
meM meM
kama kama
se se
kama kama
12 12
loga loga
mAre mAra
gae jA
. .
rAjaXAnI rAjaXAnI
bagaxAxa bagaxAxa
meM meM
vixrohiyoM vixrohI
ne ne
wela wela
maMwrAlaya maMwrAlaya
ke kA
eka eka
variRTa variRTa
aXikArI aXikArI
ko ko
udZA udZA
xiyA xe
. .
hamale hamalA
ke ke
vakwa vakwa
vaha vaha
apane apanA
kAryAlaya kAryAlaya
jA jA
rahe raha
We WA
. .
wela wela
saha saha
- -
uwpAxa uwpAxa
viwaraNa viwaraNa
kaMpanI kaMpanI
ke kA
mahAnixeSaka mahAnixeSaka
husEna husEna
alI alI
ala ala
Pawala Pawala
ko ko
paScima paScima
bagaxAxa bagaxAxa
ke kA
eka eka
ilAke ilAkA
meM meM
buXavAra buXavAra
ko ko
golI golI
mAra mAra
xI xe
gaI jA
. .
sUwroM sUwra
ke ke
anusAra anusAra
, COMMA
unheM vaha
kAPI kAPI
samaya samaya
se se
XamakiyAM XamakI
mila mila
rahI raha
WIM WA
. .
somavAra somavAra
ko ko
bagaxAxa bagaxAxa
se se
eka eka
amerikI amerikI
Ora Ora
xo xo
anya anya
vixeSI vixeSI
nAgarikoM nAgarika
ke kA
apaharaNa apaharaNa
ke ke
bAre bAre
meM meM
aba aba
waka waka
koI koI
jAnakArI jAnakArI
nahIM nahIM
mila mila
pAI pA
hE hE
. .
hAlAMki hAlAMki
apaharwAoM apaharwA
ne ne
unake vaha
sAWa sAWa
pakadZe pakada
xo xo
irAkI irAkI
gArda gArda
ko ko
mukwa mukwa
kara kara
xiyA xe
hE hE
. .
irAkI irAkI
vixrohiyoM vixrohI
kI kA
SaraNasWalI SaraNasWalI
PAlujA PAlujA
meM meM
weja weja
amerikI amerikI
hamale hamalA
kI kA
niMxA niMxA
karawe kara
hue ho
bagaxAxa bagaxAxa
yUnivarsitI yUnivarsitI
meM meM
iMtaraneSanala iMtaraneSanala
stadIja stadI
ke kA
proPesara proPesara
nabIla nabIla
mohammaxa mohammaxa
ne ne
kahA kaha
ki ki
yaha yaha
uciwa uciwa
nahIM nahIM
hE hE
ki ki
hone ho
vAle vAlA
cunAva cunAva
ko ko
lokawAMwrika lokawAMwrika
karAra karAra
xiyA xe
jAe jA
. .
unhoMne vaha
kahA kaha
ki ki
eka eka
waraPa waraPa
cunAva cunAva
Ayojiwa Ayojiwa
karane kara
kI kA
wEyArI wEyArI
cala cala
rahI raha
hE hE
Ora Ora
xUsarI xUsarA
waraPa waraPa
eka eka
SAMwa SAMwa
Sahara Sahara
para para
misAila misAila
, COMMA
bama bama
va va
vimAnoM vimAna
se se
hamale hamalA
kie kara
jA jA
rahe raha
hEM hE
. .
amerikI amerikI
aXikAriyoM aXikArI
ke ke
anusAra anusAra
, COMMA
PAlujA PAlujA
para para
ala ala
kAyaxA kAyaxA
se se
judZe judZa
vixrohI vixrohI
newA newA
abu abu
musAba musAba
ala ala
jarakAvI jarakAvI
kI kA
majabUwa majabUwa
pakadZa pakada
hE hE
Ora Ora
kAra kAra
bama bama
XamAke XamAkA
va va
vixeSI vixeSI
nAgarikoM nAgarika
ke kA
apaharaNa apaharaNa
meM meM
unakI vaha
hI hI
BUmikA BUmikA
howI ho
hE hE
. .
BArawIya BArawIya
aMwarikRa aMwarikRa
anusaMXAna anusaMXAna
keMxra keMxra
( _
isaro isaro
) _
ne _
grAmINa grAmINa
janawA janawA
ko ko
unakI vaha
jarUrawa jarUrawa
kI kA
saBI saBI
jAnakAriyAM jAnakArI
upalabXa upalabXa
karAne karA
ke ke
lie lie
gAMvoM gAMva
meM meM
grAmINa grAmINa
saMsAXana saMsAXana
keMxra keMxra
( _
vIArasI vIArasI
) _
kI _
sWApanA sWApanA
kI kA
yojanA yojanA
banAI banA
hE hE
. .
isaro isaro
ke kA
aXyakRa aXyakRa
jI. jI.
mAXavana mAXavana
nAyara nAyara
ne ne
buXavAra buXavAra
ko ko
kahA kaha
ki ki
aMwarikRa aMwarikRa
wakanIka wakanIka
kI kA
maxaxa maxaxa
se se
gAMvoM gAMva
meM meM
logoM loga
ko ko
eka eka
hI hI
seMtara seMtara
se se
kaI kaI
waraha waraha
kI kA
jAnakAriyAM jAnakArI
mila mila
sakeMgI saka
. .
jayapura jayapura
meM meM
24veM 24vAz
BArawIya BArawIya
aMwarikRa aMwarikRa
suxUra suxUra
saMvexI saMvexI
sammelana sammelana
meM meM
nAyara nAyara
ne ne
kahA kaha
ki ki
ina yaha
keMxroM keMxra
para para
kaMpyUtara kaMpyUtara
tarminala tarminala
lagAe lagA
jAeMge jA
jisake jo
jarie jariye
gAMvavAloM gAMvavAlA
ko ko
BUmi BUmi
, COMMA
rAjasva rAjasva
, COMMA
kqRi kqRi
, COMMA
mOsama mOsama
Ora Ora
qNa qNa
saMbaMXI saMbaMXI
sUcanAoM sUcanA
kI kA
jAnakArI jAnakArI
xI xe
jA jA
sakegI saka
. .
unhoMne vaha
kahA kaha
ki ki
isaro isaro
ne ne
wamilanAdu wamilanAdu
ke kA
cuniMxA cuniMxA
gAMvoM gAMva
meM meM
isa yaha
yojanA yojanA
kI kA
saPala saPala
SuruAwa SuruAwa
kI kara
hE hE
. .
isa yaha
sammelana sammelana
kA kA
uxGAtana uxGAtana
rAjasWAna rAjasWAna
kI kA
muKyamaMwrI muKyamaMwrI
vasuMXarA vasuMXarA
rAje rAje
siMXiyA siMXiyA
ne ne
kiyA kara
. .
nAyara nAyara
ne ne
muKyamaMwrI muKyamaMwrI
se se
kahA kaha
ki ki
agara agara
unakI vaha
sarakAra sarakAra
BUmi BUmi
Ora Ora
buniyAxI buniyAxI
suviXAeM suviXA
upalabXa upalabXa
karAwI karA
hE hE
wo wo
isaro isaro
isa yaha
waraha waraha
ke kA
keMxra keMxra
Kolane Kola
ko ko
wEyAra wEyAra
hE hE
. .
piCale piCalA
xinoM xina
eduseta eduseta
Ora Ora
risorsaseta risorsaseta
nAmaka nAmaka
upagrahoM upagraha
ke kA
saPala saPala
prakRepaNa prakRepaNa
para para
unhoMne vaha
kahA kaha
ki ki
yaha yaha
gAMvoM gAMva
ke kA
logoM loga
ko ko
mahawvapUrNa mahawvapUrNa
jAnakAriyAz jAnakArI
upalabXa upalabXa
karAne karA
va va
unheM vaha
SikRiwa SikRiwa
karane kara
meM meM
ahama ahama
BUmikA BUmikA
niBA niBA
sakawA saka
hE hE
kyoMki kyoMki
vahAz vahAz
aSikRiwa aSikRiwa
loga loga
skUla skUla
nahIM nahIM
jA jA
pAwe pA
hEM hE
. .
jammU jammU
kaSmIra kaSmIra
meM meM
mAre mAra
gae jA
pAMca pAMca
logoM loga
meM meM
hijabula hijabula
mujAhixxIna mujAhixxIna
ke kA
xo xo
SIrRa SIrRa
AwaMkI AwaMkI
Ora Ora
eka eka
viSeRa viSeRa
pulisa pulisa
aXikArI aXikArI
BI BI
hEM hE
. .
mAre mAra
gae jA
AwaMkiyoM AwaMkI
meM meM
isa yaha
sAla sAla
jUna jUna
ke ke
xOrAna xOrAna
pulavAmA pulavAmA
meM meM
kAra kAra
bama bama
XamAke XamAkA
kA kA
saraganA saraganA
BI BI
hE hE
. .
isa yaha
XamAke XamAkA
meM meM
15 15
logoM loga
kI kA
jAneM jAna
gaIM jA
WIM WA
. .
vahIM vahIM
, COMMA
SanivAra SanivAra
xopahara xopahara
bArAmUlA bArAmUlA
ke kA
sopora sopora
meM meM
SakwiSAlI SakwiSAlI
AIIdI AIIdI
XamAke XamAkA
meM meM
wIna wIna
javAna javAna
GAyala GAyala
ho ho
gae jA
. .
pulisa pulisa
pravakwA pravakwA
ke ke
muwAbika muwAbika
SanivAra SanivAra
wadZake wadZake
pulavAmA pulavAmA
jile jilA
ke kA
jEnAporA jEnAporA
ke ke
nikata nikata
sIArapIePa sIArapIePa
Ora Ora
sWAnIya sWAnIya
pulisa pulisa
ke kA
saMyukwa saMyukwa
xala xala
ne ne
XamAke XamAkA
ke kA
saraganA saraganA
hijba hijba
AwaMkI AwaMkI
Axila Axila
paTAna paTAna
ko ko
mAra mAra
girAyA girA
. .
vaha vaha
pIra pIra
paMjAla paMjAla
kRewra kRewra
kA kA
svayaMBU svayaMBU
kamAMdara kamAMdara
WA WA
. .
vaha vaha
pAkiswAnI pAkiswAnI
nAgarika nAgarika
hE hE
. .
jabaki jabaki
UXamapura UXamapura
jile jilA
meM meM
mahore mahore
ke kA
duMgA duMgA
- -
xeddI xeddI
gAMva gAMva
ke ke
pAsa pAsa
